"SAMPLES","CLASS","X","Y"
"cell1262","class2",5.5265199253,0.3894385672
"cell1263","class2",5.0660247323,-0.6294814056
"cell1264","class2",5.1034129129,-0.547853916
"cell1265","class2",4.6603460006,0.721739475
"cell1266","class2",5.0721114253,0.4287838255
"cell1267","class2",4.7719429409,-0.0936657036
"cell1268","class2",4.7041783128,-0.4289130352
"cell1269","class2",4.9348935567,-0.0851639809
"cell1270","class2",5.2991370622,0.1404664327
"cell1271","class2",4.5463891605,0.3060243213
"cell1272","class2",5.1457319944,-0.6385270961
"cell1273","class2",5.5853402239,0.7421057563
"cell1274","class2",4.9894608954,-0.3111196249
"cell1275","class2",5.5244586619,0.7591089174
"cell1276","class2",4.9387878048,0.272616557
"cell1277","class2",5.088184788,0.0027542591
"cell1278","class2",4.1421897611,-0.1852636561
"cell1279","class2",4.4181567421,-0.301506329
"cell1280","class2",4.6951837335,-0.9616378437
"cell1281","class2",4.6852370067,-0.6000804771
"cell1282","class2",4.4289011804,0.4284237895
"cell1283","class2",4.1108814543,0.6040926277
"cell1284","class2",3.8060523025,-0.0266193341
"cell1285","class2",5.4372292098,-0.2849332406
"cell1286","class2",5.2197668884,0.2450324492
"cell1287","class2",5.5782439091,0.4535671744
"cell1288","class2",5.531883024,-0.689501866
"cell1289","class2",4.5406067932,0.4270624316
"cell1290","class2",5.5113171195,0.0653662735
"cell1291","class2",4.5015573855,0.0174184525
"cell1292","class2",5.3911348931,0.0301867087
"cell1293","class2",4.8120609179,-0.1416301966
"cell1294","class2",5.2308303782,-0.1049415771
"cell1295","class2",5.0432378109,0.4154441982
"cell1296","class2",5.477833468,0.1602789441
"cell1297","class2",4.971524592,0.6061305767
"cell1298","class2",4.2592925162,0.0639450577
"cell1299","class2",5.3424876934,-0.6974394381
"cell1300","class2",5.3498041236,0.3058203625
"cell1301","class2",5.1772791119,-0.2703517386
"cell1302","class2",4.6774032039,-0.5980888258
"cell1303","class2",5.0047916869,-0.1856275415
"cell1304","class2",4.7246129595,0.5532136647
"cell1305","class2",4.9350632101,-0.6666888349
"cell1306","class2",5.2464547238,0.3032731322
"cell1307","class2",5.1509416455,-0.204181525
"cell1308","class2",4.3172477342,-0.1773186034
"cell1309","class2",5.1637383379,-0.3989216933
"cell1310","class2",5.4524379658,-0.2012942793
"cell1311","class2",4.8203809433,0.5402971082
"cell1312","class2",5.2752521347,-0.1966117458
"cell1313","class2",4.7404752772,-0.0608028057
"cell1314","class2",4.1792716121,-0.6250168727
"cell1315","class2",5.2969428787,-0.5161696622
"cell1316","class2",4.5820948868,-0.1071166847
"cell1317","class2",4.306581256,0.250977914
"cell1318","class2",3.6929348162,0.0204258445
"cell1319","class2",5.1265127615,-0.3449592598
"cell1320","class2",5.4579008427,-0.1085657776
"cell1321","class2",4.5709951795,0.4309151044
"cell1322","class2",4.4233423884,-0.1053352089
"cell1323","class2",5.207750886,0.7457489739
"cell1324","class2",4.7276989751,-0.4527801072
"cell1325","class2",4.603387352,-0.7235333688
"cell1326","class2",4.4334520824,0.1423811137
"cell1327","class2",5.338738977,-0.2011660887
"cell1328","class2",4.7959441451,-0.0448715934
"cell1329","class2",4.917338552,0.0493537181
"cell1330","class2",4.6928197757,0.7970731319
"cell1331","class2",6.1060177511,-0.5307061751
"cell1332","class2",5.3321321886,0.1300082477
"cell1333","class2",4.6186423198,0.5158440013
"cell1334","class2",4.6462824747,-0.3826044384
"cell1335","class2",5.3460849284,-0.0200456625
"cell1336","class2",5.0059407806,0.5977483046
"cell1337","class2",4.7152799234,-0.4949566985
"cell1338","class2",4.4519539609,0.1880219007
"cell1339","class2",5.231490043,-0.2257573486
"cell1340","class2",5.2972121781,0.1487883472
"cell1341","class2",4.6821141868,0.3599533901
"cell1342","class2",4.8033657481,1.0117980812
"cell1343","class2",3.8860315831,-0.7756282231
"cell1344","class2",4.5733510317,0.1192102523
"cell1345","class2",4.7405508843,-0.1150161925
"cell1346","class2",5.3041045025,-0.140205448
"cell1347","class2",5.0125130235,-0.194087974
"cell1348","class2",5.0770771131,-0.6464561922
"cell1349","class2",5.1837218901,0.0057975905
"cell1350","class2",4.9553303269,0.2625266726
"cell1351","class2",4.4292679499,-0.0845340414
"cell1352","class2",4.493152194,1.2888499632
"cell1353","class2",4.9056208786,-0.8142757123
"cell1354","class2",5.1069121967,0.0435229339
"cell1355","class2",4.9247375775,0.7269307904
"cell1356","class2",4.9234653582,-0.6312215536
"cell1357","class2",5.3234262431,-0.7830475247
"cell1358","class2",4.9119463502,0.0693075429
"cell1359","class2",4.7290208388,-0.3176828573
"cell1360","class2",4.7466061588,-0.3886595446
"cell1361","class2",3.9630862635,-0.6552011625
"cell1362","class2",5.2407273546,0.2544261824
"cell1363","class2",6.3864048971,-0.7159587687
"cell1364","class2",4.9919380919,-0.0896785829
"cell1365","class2",5.2323380826,-0.7242398741
"cell1366","class2",4.5530570537,-0.0616219072
"cell1367","class2",4.3341211577,-0.4678575258
"cell1368","class2",4.7367151959,0.616893323
"cell1369","class2",5.0748632092,-0.0654569086
"cell1370","class2",5.0512322565,0.4559310274
"cell1371","class2",4.540763767,-0.4308575546
"cell1372","class2",4.9195500321,0.3788828604
"cell1373","class2",5.1106337103,0.8727079277
"cell1374","class2",4.6091379688,-0.9897777597
"cell1375","class2",4.6793433937,-0.167514707
"cell1376","class2",4.777055923,0.0251162763
"cell1377","class2",4.4860009161,-0.5400071322
"cell1378","class2",4.9605887291,1.0459824511
"cell1379","class2",4.7323651134,-0.0790932431
"cell1380","class2",5.3758145017,0.9233643112
"cell1381","class2",4.6783081144,-0.4969256781
"cell1382","class2",5.2596250126,-0.1182668727
"cell1383","class2",4.9612393592,-0.2669538201
"cell1384","class2",5.1229365161,-1.1970250384
"cell1385","class2",4.7119217599,-0.3985654889
"cell1386","class2",4.7154693015,-0.2063896569
"cell1387","class2",4.421285091,0.0455348416
"cell1388","class2",5.2372875065,-0.7745279289
"cell1389","class2",4.5673574288,0.049900945
"cell1390","class2",3.8771504158,0.332297423
"cell1391","class2",5.3773210593,0.1666041841
"cell1392","class2",4.1895007795,0.0055814297
"cell1393","class2",4.8620929686,0.1965100552
"cell1394","class2",5.0828601827,0.2974724099
"cell1395","class2",4.1014259589,-0.2131243058
"cell1396","class2",5.0662814739,0.0954047884
"cell1397","class2",5.0264688414,0.5848891386
"cell1398","class2",5.1297847171,-0.6809283222
"cell1399","class2",4.5520042571,0.4827341739
"cell1400","class2",4.2427303477,0.1972078283
"cell1401","class2",5.5155137082,0.966919836
"cell1402","class2",4.9143182693,0.2545629066
"cell1403","class2",4.3764299057,0.1919759422
"cell1404","class2",4.4558036199,-0.2993498995
"cell1405","class2",5.1278532471,0.906809057
"cell1406","class2",5.0016911015,-0.3117893659
"cell1407","class2",4.5892022435,-0.3050991394
"cell1408","class2",4.8803825729,-0.1496491651
"cell1409","class2",5.3466295619,0.0216024373
"cell1410","class2",5.1594531419,-0.5501159592
"cell1411","class2",4.958558603,0.0725233959
"cell1412","class2",4.1931684891,-0.1882761543
"cell1413","class2",4.7144943389,0.8847932902
"cell1414","class2",5.2673229121,-0.1875807665
"cell1415","class2",5.0019659176,-0.1687600459
"cell1416","class2",4.7726371131,0.570271656
"cell1417","class2",5.697601562,-0.1866325256
"cell1418","class2",4.7605276824,0.4102705278
"cell1419","class2",4.6379377531,0.0111885268
"cell1420","class2",4.9899563654,-0.6640830196
"cell1421","class2",5.9163237655,-0.2473201928
"cell1422","class2",5.5340587014,-0.0141130401
"cell1423","class2",4.4016942089,0.2178625084
"cell1424","class2",5.1982010249,0.9402929702
"cell1425","class2",5.4192185305,0.1412124599
"cell1426","class2",4.6917572566,0.4940621111
"cell1427","class2",4.6493763799,-0.4163772987
"cell1428","class2",4.4987533215,-0.5061998069
"cell1429","class2",4.5672992751,-0.2745936807
"cell1430","class2",3.987126786,0.0519376675
"cell1431","class2",4.6211778258,0.1559420911
"cell1432","class2",5.30911949,-0.5793268317
"cell1433","class2",4.7199331348,-0.2616770658
"cell1434","class2",5.7122253105,1.1016319067
"cell1435","class2",4.318941617,0.2697258726
"cell1436","class2",5.0131323643,0.4556898776
"cell1437","class2",4.6988493407,-0.6707150287
"cell1438","class2",4.9834534169,-0.0369888638
"cell1439","class2",4.8824687622,-0.7799553256
"cell1440","class2",4.5504734572,-0.040318417
"cell1441","class2",4.91298371,0.0943215409
"cell1442","class2",5.5814521557,0.7171381866
"cell1443","class2",4.6648142582,-0.1510193701
"cell1444","class2",4.9136394208,0.4283046025
"cell1445","class2",5.1948745124,-0.4418753509
"cell1446","class2",5.2278853849,-0.7457846519
"cell1447","class2",4.9107144908,0.6725559715
"cell1448","class2",5.3126899273,0.2756116718
"cell1449","class2",5.1705923169,0.4835231313
"cell1450","class2",5.4199338756,0.152149891
"cell1451","class2",5.3707575863,-0.7427413788
"cell1452","class2",5.2896898303,0.3282877009
"cell1453","class2",5.8085573659,0.0077631584
"cell1454","class2",4.9481176164,0.1203510212
"cell1455","class2",5.1225293962,0.0549765203
"cell1456","class2",4.8018432473,-0.5795239918
"cell1457","class2",5.1539751518,0.4028798203
"cell1458","class2",4.872085607,-0.329627258
"cell1459","class2",4.48764607,-0.061713032
"cell1460","class2",4.2205793945,-0.578550393
"cell1461","class2",5.2735018202,-0.3861892451
"cell1462","class2",5.1884725968,-1.2918618282
"cell1463","class2",4.8769679211,0.2155383165
"cell1464","class2",4.8453232365,-0.1535451675
"cell1465","class2",5.6261819034,0.2108054594
"cell1466","class2",5.1484120087,-0.5553518837
"cell1467","class2",4.7162877481,-0.2662974205
"cell1468","class2",4.8640362374,-0.4725003203
"cell1469","class2",4.9655175916,-0.3153567267
"cell1470","class2",4.5622769109,-0.025220759
"cell1471","class2",4.9332625491,0.0707350634
"cell1472","class2",6.0043091608,0.0936486789
"cell1473","class2",5.02599178,0.7512905456
"cell1474","class2",5.1134097336,0.5683715471
"cell1475","class2",5.6480606682,0.0116851963
"cell1476","class2",4.9174895203,0.0042406256
"cell1477","class2",4.7197420461,0.144417486
"cell1478","class2",5.0957237425,0.085183139
"cell1479","class2",5.3672537044,0.4952874252
"cell1480","class2",5.2179696207,0.6864365163
"cell1481","class2",5.30484842,0.1745543873
"cell1482","class2",4.9291951359,0.3036141416
"cell1483","class2",4.3213702246,-0.1067472288
"cell1484","class2",4.9580942911,-1.0591595465
"cell1485","class2",5.089536718,0.0559468539
"cell1486","class2",5.0580128103,-0.9838497949
"cell1487","class2",5.0904198047,-0.225873243
"cell1488","class2",4.5701666452,1.0138181108
"cell1489","class2",4.7939458741,0.5464026754
"cell1490","class2",4.8165189712,-0.6592994103
"cell1491","class2",4.8402954691,-0.2163082137
"cell1492","class2",4.7045537972,-0.0748609045
"cell1493","class2",4.6497037881,-0.5478118359
"cell1494","class2",5.5631944042,0.0208204209
"cell1495","class2",5.5998708926,0.0984663779
"cell1496","class2",4.724496987,-0.3105420275
"cell1497","class2",4.8073082546,-0.1695669309
"cell1498","class2",4.4609506115,0.2355424858
"cell1499","class2",4.9110017044,0.3439807821
"cell1500","class2",5.585705883,0.041123471
"cell1501","class2",5.7535454204,-0.191008638
"cell1502","class2",4.9534965808,0.43326746
"cell1503","class2",5.2525795074,-0.1078895281
"cell1504","class2",4.2809831096,0.0415046447
"cell1505","class2",5.590540016,0.3260251643
"cell1506","class2",5.5576421027,0.2887924041
"cell1507","class2",4.0551373671,0.3619155269
"cell1508","class2",4.8162119448,-0.1347678852
"cell1509","class2",5.405534202,0.8611782612
"cell1510","class2",4.2469863246,-0.0316269939
"cell1511","class2",4.8339342774,-0.0660607492
"cell1512","class2",4.6521054022,-0.0229509284
"cell1513","class2",5.3075640511,-0.5141046661
"cell1514","class2",5.166845176,-0.1439596461
"cell1515","class2",4.6875851306,0.2522852304
"cell1516","class2",4.97659165,0.4838498572
"cell1517","class2",5.4701608991,-0.7738427022
"cell1518","class2",4.7750454914,-0.0635076569
"cell1519","class2",4.7041494219,-0.6825540825
"cell1520","class2",5.4479631238,-1.1670136004
"cell1521","class2",5.1035400261,0.6583212422
"cell1522","class2",4.6114578788,0.4785048545
"cell1523","class2",4.3437343716,-0.0587266642
"cell1524","class2",4.9713505681,0.8883592
"cell1525","class2",5.3318508752,-0.0025948643
"cell1526","class2",4.8785261347,0.2476357014
"cell1527","class2",5.2139277011,0.2913233691
"cell1528","class2",5.8724942849,-0.1987505083
"cell1529","class2",4.3234805604,-0.863595722
"cell1530","class2",4.3392087658,0.3138637836
"cell1531","class2",5.5926241291,-0.0357832477
"cell1532","class2",5.0910806418,-0.6600066427
"cell1533","class2",5.3111121032,-0.3202687628
"cell1534","class2",5.6270824333,0.1772748681
"cell1535","class2",5.1887188835,-0.5973851427
"cell1536","class2",4.5078850144,-0.3970134601
"cell1537","class2",4.7149574988,0.0876016237
"cell1538","class2",5.481879453,0.1022179125
"cell1539","class2",4.3229179389,-0.3434452271
"cell1540","class2",4.9829544766,-0.0723514477
"cell1541","class2",5.2917514887,0.3098830367
"cell1542","class2",5.2839441696,-0.6750050388
"cell1543","class2",4.7472983952,0.0991089465
"cell1544","class2",5.1039407822,0.0944304027
"cell1545","class2",5.0609048342,-0.3024453965
"cell1546","class2",4.5721255014,-0.1844808262
"cell1547","class2",3.9513534691,-0.1454866207
"cell1548","class2",5.0796462686,-0.1381227314
"cell1549","class2",4.6474096697,-0.3011650567
"cell1550","class2",5.4850451328,0.2314629114
"cell1551","class2",4.6063902318,0.3404698973
"cell1552","class2",5.0295331258,-0.4082754631
"cell1553","class2",5.2186681022,0.3278046241
"cell1554","class2",5.2199707059,-0.7896360041
"cell1555","class2",5.4553588827,-0.1204185998
"cell1556","class2",5.0234994062,0.15971836
"cell1557","class2",5.8773443241,-0.5344577965
"cell1558","class2",4.436478312,0.4835883537
"cell1559","class2",5.9698469293,-0.3358476679
"cell1560","class2",5.3540755725,-0.6923599964
"cell1561","class2",4.3309490648,0.7547578608
"cell1562","class2",5.1758222124,0.3252681542
"cell1563","class2",5.3021761767,0.447878226
"cell1564","class2",4.6761112723,1.8082046771
"cell1565","class2",4.2686844364,-0.750029789
"cell1566","class2",5.2659003856,0.3220564141
"cell1567","class2",4.1862348659,0.0175140193
"cell1568","class2",4.7476580776,0.6407320265
"cell1569","class2",6.1072155609,0.6921648243
"cell1570","class2",4.7812418551,0.6279460802
"cell1571","class2",5.059458104,0.1883971137
"cell1572","class2",5.626940774,-0.5888563733
"cell1573","class2",4.9012122,-0.4021331066
"cell1574","class2",4.8806142853,0.1908934238
"cell1575","class2",5.3133049914,0.5125520685
"cell1576","class2",4.7364948275,0.8962046229
"cell1577","class2",4.6336269807,-1.0531677328
"cell1578","class2",4.9118662673,-0.5733502093
"cell1579","class2",5.8181634512,-0.0551421813
"cell1580","class2",6.1256033079,0.7064378623
"cell1581","class2",4.447723448,-0.5164424076
"cell1582","class2",4.4681873525,0.4070323331
"cell1583","class2",5.019577996,-0.0645002805
"cell1584","class2",5.2161165224,0.91155259
"cell1585","class2",4.917772655,0.2598680752
"cell1586","class2",5.2509086609,-0.1669489609
"cell1587","class2",5.11702677,-0.0906845506
"cell1588","class2",5.251584008,0.4632134165
"cell1589","class2",4.3622630634,0.4674805415
"cell1590","class2",4.8497485548,0.1394575263
"cell1591","class2",5.7754125392,0.8870597583
"cell1592","class2",4.7774318561,-0.298679616
"cell1593","class2",4.7011104729,0.9939534206
"cell1594","class2",5.2568754074,-0.4283715622
"cell1595","class2",5.6716367048,-0.2145778097
"cell1596","class2",5.2031953498,0.7767284195
"cell1597","class2",5.1410249746,0.0071237395
"cell1598","class2",4.7154774838,-0.2606531432
"cell1599","class2",5.1910117924,0.0938215122
"cell1600","class2",5.544188351,-0.3532830802
"cell1601","class2",5.8784394119,0.5552527995
"cell1602","class2",4.8154653161,-0.5217369878
"cell1603","class2",4.6505576052,-0.5917522491
"cell1604","class2",5.4039959456,0.0494443838
"cell1605","class2",4.7779597278,0.2045021111
"cell1606","class2",5.2113047425,-0.0258210012
"cell1607","class2",5.2620451771,0.1412290389
"cell1608","class2",4.6811599451,-0.2604525322
"cell1609","class2",5.0411834244,0.0971568342
"cell1610","class2",5.1096582547,-0.3473730716
"cell1611","class2",5.8100621867,1.2031705222
"cell1612","class2",4.6632187345,-0.1224394946
"cell1613","class2",5.0685910094,-0.3913334006
"cell1614","class2",4.6322486094,0.1416133311
"cell1615","class2",4.7787425315,0.3083870796
"cell1616","class2",5.68989448,0.4966453947
"cell1617","class2",5.0990167445,0.2560831678
"cell1618","class2",4.2975708596,1.0816573183
"cell1619","class2",5.4428549939,-0.1534653236
"cell1620","class2",4.3164137774,0.9916099589
"cell1621","class2",4.6327045758,0.672661537
"cell1622","class2",4.604924961,0.395352298
"cell1623","class2",4.7373856699,-0.4227054019
"cell1624","class2",4.4190695032,-0.2358254318
"cell1625","class2",5.3130018059,0.0186263756
"cell1626","class2",4.5455054989,0.4604616078
"cell1627","class2",4.2305597454,0.0924472846
"cell1628","class2",4.0180146055,0.2359484187
"cell1629","class2",5.3307622623,-0.1889040966
"cell1630","class2",5.1603845153,0.1298406972
"cell1631","class2",4.546451269,-0.4422303356
"cell1632","class2",5.1684614458,-0.1783440202
"cell1633","class2",5.584006916,0.649102802
"cell1634","class2",4.8193982685,0.2359174943
"cell1635","class2",4.789532409,-0.9290995763
"cell1636","class2",4.4791828238,0.2878233926
"cell1637","class2",5.5488048653,-0.2894629352
"cell1638","class2",4.447893373,-0.0694323278
"cell1639","class2",4.9122152569,0.6695056588
"cell1640","class2",4.5738989524,0.5872707705
"cell1641","class2",4.8252242136,-0.5524650913
"cell1642","class2",4.2591632033,0.6035027524
"cell1643","class2",5.1058200982,-1.2553378009
"cell1644","class2",5.0609014527,0.1257120447
"cell1645","class2",4.111932529,0.2880333029
"cell1646","class2",5.5431657359,-0.742149475
"cell1647","class2",5.5716759116,0.8867719593
"cell1648","class2",4.2650096478,0.2466384809
"cell1649","class2",3.9820531038,-0.7077576046
"cell1650","class2",5.0551641964,-0.7302155409
"cell1651","class2",4.6527200521,-0.152375849
"cell1652","class2",4.9522231137,0.9539139359
"cell1653","class2",4.4231136495,0.0136641338
"cell1654","class2",5.6543435142,-0.4745608128
"cell1655","class2",5.281206804,-0.5474403464
"cell1656","class2",5.5659154885,-0.4992784456
"cell1657","class2",5.1549642085,-0.3974269433
"cell1658","class2",5.2334704975,0.4461009769
"cell1659","class2",4.7091757232,0.255863965
"cell1660","class2",5.2124941064,-0.4540271022
"cell1661","class2",4.3921222561,-0.2697187068
"cell1662","class2",5.6852170849,0.207221662
"cell1663","class2",4.8131177095,-0.0739741792
"cell1664","class2",3.913095548,-0.6613945191
"cell1665","class2",4.5097358355,-0.1375314989
"cell1666","class2",4.5104636292,-0.104705004
"cell1667","class2",4.9623161613,-0.0053153564
"cell1668","class2",4.6815354058,0.5559111078
"cell1669","class2",4.4508419446,1.1416269913
"cell1670","class2",4.5236297145,0.4005416558
"cell1671","class2",5.4415547193,0.3670845891
"cell1672","class2",5.4783432857,0.5315822921
"cell1673","class2",4.8081387473,-0.70775979
"cell1674","class2",4.7208232593,0.4367001447
"cell1675","class2",5.2771103529,-0.1254228058
"cell1676","class2",4.4367111264,0.0808445471
"cell1677","class2",5.4333681879,-0.7781510571
"cell1678","class2",4.7667871082,0.8153503341
"cell1679","class2",4.7157417273,-0.0189971462
"cell1680","class2",5.8025781078,-0.1929450366
"cell1681","class2",5.0997169907,0.0307118621
"cell1682","class2",4.7572148086,0.5541512196
"cell1683","class2",5.0116739886,0.3895058294
"cell1684","class2",4.732279671,0.5908139529
"cell1685","class2",4.9842041908,0.5924263975
"cell1686","class2",4.9362621873,0.0957982923
"cell1687","class2",5.3789358282,-0.0836085417
"cell1688","class2",5.1041663778,0.4505534166
"cell1689","class2",4.8507834338,-0.1623942913
"cell1690","class2",4.3792442181,-0.167074665
"cell1691","class2",4.5798757551,0.3586680647
"cell1692","class2",5.6597665442,0.31646709
"cell1693","class2",5.7887941462,0.1862694583
"cell1694","class2",4.4816939922,-0.1332817315
"cell1695","class2",5.6083462751,-0.3702841013
"cell1696","class2",4.3507331919,-0.0868209459
"cell1697","class2",4.2765717507,0.3885169995
"cell1698","class2",5.3244386537,-1.3658238695
"cell1699","class2",4.6454815859,-0.7753546441
"cell1700","class2",5.08299484,0.6587780641
"cell1701","class2",5.2445912032,-0.219324026
"cell1702","class2",4.4581506588,-0.3795117913
"cell1703","class2",4.630582364,0.5141916211
"cell1704","class2",4.8451380321,-0.7729076329
"cell1705","class2",4.4504878254,-0.362253478
"cell1706","class2",4.9557918228,0.1145064989
"cell1707","class2",5.1015190799,-0.260489723
"cell1708","class2",4.5398001805,0.1909518972
"cell1709","class2",5.058354419,0.2314877067
"cell1710","class2",5.1393415084,-0.27239602
"cell1711","class2",4.8271232525,-1.0522754546
"cell1712","class2",3.9746152979,-0.2855368392
"cell1713","class2",5.4177387327,-0.8751340878
"cell1714","class2",5.1642579874,-0.3624557029
"cell1715","class2",4.7376032476,-0.6601642493
"cell1716","class2",5.3348077722,0.0503427996
"cell1717","class2",5.2625878689,0.2371064179
"cell1718","class2",5.1128183207,-0.0848988906
"cell1719","class2",4.7466035105,-0.0177011377
"cell1720","class2",5.0431608141,0.3683105404
"cell1721","class2",4.647993896,-0.310445634
"cell1722","class2",4.2998354291,0.5691745247
"cell1723","class2",5.039498955,-0.221820537
"cell1724","class2",4.4977940979,0.2042732343
"cell1725","class2",5.2109720924,-0.0425760007
"cell1726","class2",4.9600239737,-0.307405433
"cell1727","class2",5.0755440293,-0.0423860712
"cell1728","class2",4.5705316462,0.2312000241
"cell1729","class2",4.9441769459,-0.2066479765
"cell1730","class2",4.8907537091,-0.5407811653
"cell1731","class2",4.8785147372,0.0361934109
"cell1732","class2",5.2639413433,-0.0440231217
"cell1733","class2",4.6217930504,-0.256094368
"cell1734","class2",4.5771423409,-0.4252014326
"cell1735","class2",4.1054828797,0.0080249394
"cell1736","class2",5.0922600699,0.2507865855
"cell1737","class2",5.0946037368,1.4061506902
"cell1738","class2",4.723060883,0.5451529698
"cell1739","class2",4.7414854603,1.075284429
"cell1740","class2",4.3565807743,-0.1069586322
"cell1741","class2",5.4763518158,0.0892841168
"cell1742","class2",4.8528288938,0.2797997306
"cell1743","class2",5.0297512257,-0.408985101
"cell1744","class2",4.7591883096,-0.6431872917
"cell1745","class2",5.3717282493,-0.6958137417
"cell1746","class2",4.1509392136,-0.6295925224
"cell1747","class2",5.3079080211,-0.2465714351
"cell1748","class2",4.2777724853,-0.2812425237
"cell1749","class2",4.3447566553,0.2876851172
"cell1750","class2",4.8347505702,-0.0575955263
"cell1751","class2",4.3402321042,-0.60276694
"cell1752","class2",5.5253018801,-0.6840098637
"cell1753","class2",4.2433072572,0.1766581921
"cell1754","class2",5.3185640665,-0.7649423459
"cell1755","class2",5.3390540472,-0.0033282305
"cell1756","class2",4.2524990529,0.4646360039
"cell1757","class2",5.7352730356,-0.4454667029
"cell1758","class2",4.3162775198,0.5101165291
"cell1759","class2",4.6829682262,0.2446900255
"cell1760","class2",6.0485761522,-0.2348048906
"cell1761","class2",5.7696193539,-0.1837416705
"cell1762","class2",4.291779561,0.5899350722
"cell1763","class2",5.1565757027,-0.1589664944
"cell1764","class2",4.6840424476,-0.8930436336
"cell1765","class2",5.181870919,-1.0342294597
"cell1766","class2",5.6185582323,0.2542693647
"cell1767","class2",5.3337040299,0.0603001431
"cell1768","class2",4.8646681689,-0.3879899765
"cell1769","class2",4.9467729243,-0.1347350787
"cell1770","class2",5.240020175,-0.1221387672
"cell1771","class2",5.4540563849,0.4508387574
"cell1772","class2",5.3542019067,0.540968905
"cell1773","class2",5.4344767413,-0.0579947299
"cell1774","class2",4.8219714841,-0.4814012497
"cell1775","class2",5.526129423,0.0962285005
"cell1776","class2",4.9145304167,0.8062893087
"cell1777","class2",5.0654792937,0.0007954329
"cell1778","class2",4.3869688486,-0.0586954935
"cell1779","class2",5.690900002,-0.0539034776
"cell1780","class2",5.4228442453,-0.6835552822
"cell1781","class2",4.4726863185,0.0152029514
"cell1782","class2",4.3419992547,0.1685210895
"cell1783","class2",5.6672804707,-1.4668583845
"cell1784","class2",5.0626489722,-0.8167805766
"cell1785","class2",4.361469086,0.1581582007
"cell1786","class2",5.5356515953,-0.0933323069
"cell1787","class2",5.0715820076,-0.1007164308
"cell1788","class2",5.2693835287,0.0358060738
"cell1789","class2",4.8295955803,-0.5814990832
"cell1790","class2",4.6344979404,0.0465241088
"cell1791","class2",5.3110361213,0.3724748769
"cell1792","class2",5.1637247082,-0.6067849501
"cell1793","class2",5.589424514,0.19024933
"cell1794","class2",4.5171745585,-0.3359773613
"cell1795","class2",5.8245918911,0.3104120614
"cell1796","class2",5.39407234,0.3455117615
"cell1797","class2",5.4055450797,0.6171977064
"cell1798","class2",4.1892726339,0.321634901
"cell1799","class2",5.4734814037,-0.1012535507
"cell1800","class2",5.7141146654,0.2967661324
"cell1801","class2",4.4186659295,0.1933074966
"cell1802","class2",5.9779578108,-0.0430894138
"cell1803","class2",5.1481949251,0.4550300057
"cell1804","class2",4.3315377643,0.4822017851
"cell1805","class2",5.4505946753,-0.4495978512
"cell1806","class2",5.366841555,0.1009535751
"cell1807","class2",5.4546360412,0.0010240458
"cell1808","class2",3.9656489035,0.8516477732
"cell1809","class2",4.7303543031,-0.5549659049
"cell1810","class2",5.2548244312,-0.2845895741
"cell1811","class2",5.3457323513,-0.9424205073
"cell1812","class2",4.3305146945,-0.8800785732
"cell1813","class2",5.1755610616,1.1689156082
"cell1814","class2",4.8582439461,0.0681505732
"cell1815","class2",5.0765730305,0.6778996578
"cell1816","class2",4.7778873266,-0.2737842067
"cell1817","class2",4.3721201726,0.0259091496
"cell1818","class2",5.374977163,-0.5952097048
"cell1819","class2",4.1708488991,-1.131656008
"cell1820","class2",5.1326230851,1.0090446632
"cell1821","class2",4.7137702284,0.0638030724
"cell1822","class2",5.1778525014,-0.3877473175
"cell1823","class2",5.2489746885,-0.0380365672
"cell1824","class2",4.9729969394,0.8573232952
"cell1825","class2",5.4006971618,0.0483964556
"cell1826","class2",4.9650625065,0.8334064444
"cell1827","class2",5.4846813242,-0.1120117227
"cell1828","class2",4.8251498723,-0.3923749389
"cell1829","class2",4.0514370287,0.7359532469
"cell1830","class2",4.8326558957,-1.0015561446
"cell1831","class2",4.1268034555,0.4113247499
"cell1832","class2",6.1724352738,0.7218282768
"cell1833","class2",4.7574162007,-0.0326658328
"cell1834","class2",5.107030634,0.409513201
"cell1835","class2",4.0152824747,0.9095672362
"cell1836","class2",5.1554985783,-0.1262823848
"cell1837","class2",6.1148315314,0.0481791115
"cell1838","class2",5.2234530495,0.0421898959
"cell1839","class2",4.0760646499,-0.2883340732
"cell1840","class2",4.6976329028,1.2371488027
"cell1841","class2",5.3578647144,-0.0769524165
"cell1842","class2",5.427940257,0.7334397145
"cell1843","class2",4.7939853391,-0.0301676465
"cell1844","class2",5.7113138651,-0.0810393203
"cell1845","class2",4.7293774379,0.1811463182
"cell1846","class2",4.5423214678,0.3243663639
"cell1847","class2",4.5645802158,-0.4788975147
"cell1848","class2",5.3695201101,0.5601209949
"cell1849","class2",4.582823521,0.2911430687
"cell1850","class2",4.9152516512,-0.062865352
"cell1851","class2",4.7559384317,0.3270136476
"cell1852","class2",5.4142346508,-0.2095363252
"cell1853","class2",4.5486812731,0.3594765
"cell1854","class2",5.0397954225,-0.8043286648
"cell1855","class2",4.7880215859,0.0946123647
"cell1856","class2",6.2941502602,0.0796804611
"cell1857","class2",5.668951006,0.3186139343
"cell1858","class2",5.7124179834,0.7689864426
"cell1859","class2",4.9401135192,-0.1843916251
"cell1860","class2",4.7755826768,0.4749599114
"cell1861","class2",5.3113586024,-0.1166896188
